id,date,title,text,author,tags,comic
129,2003-07-02,Garbage Is Too Kind A Word,"
My last newspost on Monday looked like this.


Just saw on VE that the Tron 2.0 multiplayer demo is out. Let's see how they did.


If you were unable to download it, or if you are just curious about my final opinion for whatever reason, just check out today's comic!  This demo is miserable trash.  In fact, were I to describe the game for any length of time, I would quickly plow through all my euphemisms for trash.  The Cycles were fine enough for an E3 demo, but as I mentioned at the time they still had a ways to go catching up to even the freeware Armagetron.  So what you have is the Gladiator Matches, which are an expression of hatred toward gamers, an epithet.  And you've got the Light Cycles that are only playable on a LAN, if there.  I've been assured by those within the project that the single player portion is quite enjoyable, but in this instance one must consider the source.  It is easy to imagine this person sending me that mail while gnawing on a human femur with a look of consternation, typing atop a pile of ribcages with a free hand. 


You may notice that the art looks a bit different in this strip, and as much as I'd like that to be a trend I won't get my wish - Gabe had to go back to Spokane for a surprise visit, and he could only bring that laptop he draws on to do the comic.  While I am the champion of Linux Weirdos and Open-Source Zealots in this context, when it comes to completely changing Penny Arcade's visual presentation until you no longer recognize it, I'm all for that.  He won't do it, out of deference to you, but I see no reason why the look of the comic should be determined forever by some earlier coordinate in his artistic development.    


Both Scotts are talking about Micropayments, so I figured, why not.


When reading about Scott McCloud's The Right Number, the new digital work he is offering for a 25 cent micropay, I was trying to resolve a Chicken and Egg problem.  Micropayments are only going to work if you, by which I mean you the consumer, like them.  But you'll only like them if there's something super compelling for you to go through the trouble of signing up.  But if there aren't a lot of consumers out there ready to flip them nickels or quarters, there's not a whole lot of impetus to go through the trouble of setting up with the system as an artist.  And even once you do, then what do you get - two bucks?  I believed that Micropayments were an invigorating concept because when I was first introduced to them, it resonated with my subconscious belief that the Internet was Man's Eden.  You can fuck with me about the exact phrasing of that, but more geeks than would care to admit it totemize the Internet in one way or another - they believe it is inherently a force for good and has a fundamentally idyllic nature.  In any case, I was like, ""Yes - this makes sense because it will further equality and the producers of artistic works will be compensated by this benevolent system.""  I am telling you, once you subtract the faith element from the equation, there isn't a whole lot left.    


Here is where I stand now.  I don't doubt that Micropayments could do magical things for people, but there are many barriers to this actually happening - barriers of a social, technical, and monetary nature.  That isn't anything more than I've said before.  The new part follows:  if you could make Micropayments work, rubbing nickels and dimes together until the friction creates a tiny bit of warmth you can treasure, then you could make any system work.  You have enough people giving you a dime to live on?  Giving you a buck, even?  Then why are you messing around with Micros?  If you have enough readers who care about your work to go through all that rigamaroll, you could succeed with any business model.  You and the Captain could make it Happen.


I see it as a model for compensation, lined up with the other models for compensation, like at the police station.  All of them cast in an unflattering light, none of them posessed of magical powers.  


(CW)TB out.


each inelegant ruse
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/02/
130,2003-07-03,I'm back,"
I just got back from Spokane this afternoon. It’s not a super long drive, only about 4 and half hours or so but it’s really ugly. When people think of Washington State my guess is they think of green trees and snow capped mountains. Well the fact is that accurately represents only about 10 percent of Washington. The other 90 percent is  ass ugly desert and farm land with nothing to look at except cows and dust clouds. 

One very cool thing about Spokane though, aside from the family I have there is that I have a friend who owns his own tattoo shop over there. Tom Morris is his name, and All American Tattoo is the name of his shop. Anyway, while we were over there Kara and I got a couple new tattoos. I finally got the Pacman arm band tattoo that Gabe sports in the comic.  I should have gotten it years ago but the fact is I rarely see Tom anymore and I don’t trust anyone else to stick me with a needle. Kara got some Kanji on both her ankles which turned out very cool and brought her total number of tattoos up to a very respectable three. 
So if you live in or around Spokane and you’re itching to get your body marked for life, I highly recommend my buddy Tom. His shop is down on Division street and if you tell him Gabe sent you he will probably give you some gum or something. 

Ladies please try and control yourselves when you see my He-Man like arms. I know my chiseled Physique is quite impressive but please remember…I’m taken.
 





I have been thinking about making my own work out tapes. “You too can have a body like this! All it takes is hours of sitting on your ass and very little exposure to direct sunlight!”  If you act now I’ll take the price down to three easy payments of $19.99 and throw in some Oreos.


-Gabe out

",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2003/07/03/
131,2003-07-04,For The Love Of God,"
Spell check that.


(CW)TB
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/04/
132,2003-07-07,Ha Ha!,"
What's this?  Oh, just a little article on CNN that says all gamers aren't gun-toting psychos.


(CW)TB
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/07/
133,2003-07-08,Here you go,"
If you want to get some PA stuff from the con but can’t make it to San Diego, this is the forum thread for you. I know there will be a couple people taking orders there in the next day or so. I will be posting prices for everything tomorrow probably to help facilitate this sort of thing. 


Remember, anyone offering to take your money and buy you something at the con is not affiliated with PA. These are people doing this out of the goodness of their own hearts. If they take your money and move to Mexico that’s not my fault. With that said, we have had very good luck with this sort of thing at other cons. 


-Gabe out

",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2003/07/08/
134,2003-07-09,Figures,"
KOTOR goes gold, right, but it won't be out until the day I leave for San Diego.  Curses! 


(CW)TB
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/09/
135,2003-07-10,I cut myself on a box and I’m hurt real bad,"
Well I spent the day packing up stuff. Here is a little picture of my office. 






The only items not packed away in boxes right now are my computer and my Gameboy. The essentials. 


As I mentioned earlier in the week Kara and I have been getting rid of a lot of stuff in preparation for the move. I am sure many of you have gone through the same purging ritual as you examine your closets and begin to calculate the trucks and manpower needed to haul your collection of shit across town. Many of you wrote in to ask what sorts of things I was discarding and suggested that perhaps I Ebay it off. The truth is 99% of the shit we got rid of was useless crap that no one would want. While it's true that I could probably sell a box of coax cable that I stole from a cable guy's truck three years ago, I'd just as soon throw it away and be done with it. 


I don't know why I decided to move at the same time we had three conventions taking place all within days of each other. If you come meet me at a con and I'm just curled up in a corner clutching my knees against my chest and mumbling something about leases, pet deposits and plane tickets to Baltimore, it's probably best to just keep walking. Maybe after I slip into a coma we can have a special ""come poke Gabe's lifeless body with a stick"" day or something.  Wouldn't that be fun!


-Gabe out

",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2003/07/10/
136,2003-07-11,A Meditation On Fear,"
I avoid practitioners of medicine, automobile repair, law (with one caveat), and law enforcement.  Where Gabriel nurses an all-purpose fear of things outside his apartment - convinced the world is somehow inherently corrupt - I take a different view.  I submit that it is simply an ecology I am poorly equipped to succeed in.  It would be like putting me in close proximity to famished lions.  These are entities with immense power that roam quite freely in that region, by which I mean the world, and I make crude efforts to elude them.  Brenna called and made a Doctor's appointment for me, duplicitous harlot that she is.  These were my unedited thoughts as I eyed an industrial-sized silo of K-Y.    

Many humans would like to know what I think of Washington State's big, bad ban on sales of titles that ""depict violence against law enforcement officials.""  Well, I hadn't spoken about it because I didn't really think it would take effect - and I was right.  It's been blocked because the law itself may be unconstitutional.  Well, that's all well and good, but it would be nice if laws could be blocked because they were too dumb.   


I'm going to see if we can get the Lawyer of Doom's take on this one, because he knows the terrifying, guttural language unique to his twisted profession.  The main reason that I never feared this thing overmuch is that I don't actually think it will work.  I'm saying it won't be effective at its intended aim, this is legislators playing patty-cake and fellating themselves for rescuing another generation of lost youths.  I think that parents buy these games for their kids.  I never see a young man in a Gamestop or whatever smash his piggy bank on the counter and ask for a copy of Vice City, that's ridiculous.  And besides, I had tons of games my mother wouldn't have approved of, that is simply the way of things.  If a young gamer wants something bad enough, they'll do today what I did then - steal them.  They won't need to daisy-chain their 1541's, either.  They'll Kazaa the whole Goddamn thing, load the images as virtual disks, grab a keygen and they're golden.  Having made nice with many people who create interactive entertainment for a living, I don't condone or endorse that strategy - but we're talking about an ancient cause and effect here.  This is all parlor talk, anyhow.  I firmly believe that this moral posturing via legislation will ultimately be without profit.   


When I discovered Frequency - long after dutiful readers had tried and failed to make me aware of it - it was as though a pure light began to shine on my brain.  I mentioned at the time that it was a very exciting game, which is still true - the sequel is also quite tasty.  But it was more exciting to me conceptually, as a discrete point in the evolution of the musical instrument.  Well, maybe it's a conceptual something or other, but now I think it's a big pile of horseshit.  What's that?  Oh, it's just the future of music - and human interfaces - rushing at you so fast it could penetrate you right through your jeans.    


(CW)TB out.


Il faut que tu respires
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/11/
137,2003-07-14,Woo,"
This shit be hot!


-Gabe out
",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2003/07/14/
138,2003-07-16,That Adorable Device,"
Div wanted to touch briefly on the auctions that surround the Massively Multiplayer genre.  Who are we to disagree, really.    


Here in about three hours, I'll be heading down to the airport with Brenna, Gabe, and Kara to hit the San Diego Comic Con.  I am told by their Website that we'll be at booth 3147, which seems like a very nice booth for one to be in.  We will (no doubt) have an assortment of Penny Arcade sacraments in tow.  In any event, I deactivated my e-mail address a bit earlier today, so please hold that thought regarding my declining aptitude for Monday when I will re-activate the account and delete your mail.     


Wrapped up Shadows of Undrentide yesterday, and I am pleased to tell you that I was practically knocked unconscious by its quality.  Not the first chapter, now, which doesn't diverge from expectations in the slightest and simply delivers what we all recall from Dungeons & Dragons, which is to say, a combination of subterranean lairs and gigantic lizards.  Magical things are missing, they always are, and powerful people are too busy changing the world to handle it.  That never gets old for me, but it'll never get new either - I've done it maybe two hundred times, on and offline.  On the other hand, the second chapter seized me and never loosened its grip - though I'd heard misgivings about the length of the Undrentide expansion, you will not hear such things echoed in this space.  It is precisely the right length, hits all the right notes for an epic adventure, and delivers on some good twists that made me forget I was playing a Neverwinter Expansion at all.  Still hungry for more once it was complete, I gave Witch's Wake a shot and was again struck off balance.  I don't have time to discuss why at the moment, I'll hit you back come Monday - but if you have NWN and haven't played The Wake, don't lose another moment.  Please play it right away.


Might as well continue the Bioware Festival I've started.


I won't be able to play Knights of the Old Republic as you will, fuckers, but there's something I hadn't said yet that I wanted to make sure was entered into the record.  I saw a private show of the game in Bioware's little hovel at this year's E3, I could have chosen to see either the PC or Xbox versions and I chose to see the one that would be coming out first.  I had little faith in my ability to hold out.          


For what it's worth, Gamespot and IGN both gave the final title very high marks.  As for myself, I was  surprised at what I saw.  I'm not sure what I thought Bioware was going to do - Bioware, who with Baldur's Gate and their Infinity Engine helped to bring RPGs back to the PC.  Not by doing anything wild or crazy, but by executing on the role-playing formula with craft and precision.  They just did it right.  Obviously, based only on what they showed me I wasn't able to discern if we were talking about a game that would be good all the way through.  As I have said before, there are a combination of factors that make the Electronic Entertainment Expo a singularly poor place to judge a game.  While Star Wars:  Knights of the Old Republic is certainly unprecedented, its delivery is completely traditional.  It holds whenever possible to the d20 variant of the Star Wars pen and paper game, but fans of Bioware's other role-playing games won't be broadsided by any huge diversion from form.  Bioware is making the true, honest, clever RPGs they always did - it's just that this time, someone happened to entrust them with the most powerful license in the world.              


(CW)TB out.


you could help, it wouldn't be that hard
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/16/
139,2003-07-18,The Habbit,"
I used to love that book.


(CW)TB
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/18/
140,2003-07-21,"William R. Wheaton, Esq.","
We occasionally produce comics.


After four days dense with humans - and very little sleep during the intervening periods - I'm typing this on the way back during highly unpleasant turbulence.  While I was gone to Europe, Gabe mentioned that the way he tries to manage his crippling fear of common events is to craft a detailed plan he can execute in case of emergency.  Flying in this plane highlights the difference between our crisis strategies, because there is no plan that could encompass the breadth of airborne disaster unless your plan is to die.


My own technique is based on what I call The Simulations.  Modern life is so fraught with peril that it is best to simply accept that you will (for example) die at a stranger's hand instead of returning your videos.  I have iterated every possible outcome, implement, and location in frighteningly detailed scenarios that cover a host of weather conditions.  The idea is that it won't surprise me all that much when I encounter that ravenous, escaped jaguar.


You might ask yourself, or me for that matter, why I would require precise calculations for the lacerations of mid-air plane wreckage, particularly when the chances of expiring in this fashion are so low.  The chance of something happening has never been any comfort to me whatsoever, because that is an esoteric footnote when your airplane becomes, for a brief moment, a new star thirty-thousand feet over Portland, Oregon.  The ""chances"" are of no help at all.  I mean, think about the guy who has that rare form of butt cancer.  He's not thinking, ""Well, it's just so rare.""  Ask him if he thinks he has a lucky ass. 


William Wheaton stopped by our booth and said very nice things to us.  Brenna was mad that I did not introduce her to him, as his is the only picture still on her mirror back home.  ""Wil Wheaton came by to see you?"" she said.  ""You're nobody.""


(CW)TB
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/21/
141,2003-07-22,Tycho Reads From Your Letters,"
What is it like to sign a woman's chest?


It is like writing a poem on two fresh cinnamon rolls.


Thank you.


Anytime.


(CW)TB



",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/22/
142,2003-07-23,The Dark Thide of The Forth,"
Because Gabe's shit is all out of sorts on account of his move, I'm picking up the slack and playing enough Knights Of The Old Republic for two men.  I do this while I sip twelve year old Scotch neat.  For you, dear readers.  For you.    


You character begins to shift in appearance as their actions push them toward to the dark and light sides of the force, and it seems like that would sort of give it away to people.  I know that I tend not to trust hunched over weirdoes who cackle all the time, and I can't be the only one who doesn't find that sort of behavior comforting.


I don't know if I'm supposed to talk about the convention, or if I'm supposed to talk about Knights of the Old Republic.  Either one would work, I suppose - but since the Con is over, and I'll likely being playing KOTOR a good deal more today, I might as well wait to talk about Knights until edified by today's misadventures therein.


Someone came by the booth and asked me if there were a lot of webcomics there, and I just stared for a moment.  The answer to the question is a definitive Hell Yes.  They are everywhere, and though sometimes you may need to track them like game through the convention they almost invariably want to talk to you.  And there is wond'rous variety, as well - all the way from individual guys walking the floor handing out homemade books from their comic Pirates Cove all the way to to Super Dimensional Fortress KS-1, The Keenspot booth, which is absolutely ensconced by artists who do their work on the web.  And of course, let us not forget loose coalitions like Dumbrella or Pants Press, who pitched in as groups and secured a beachhead in that cacophonous expanse.  These are the places I went to when I would leave for a half an hour or so twice a day, because I would never be able to see anything unless I explicitly took the time to do it.  The thing is, and some people figured this out, you can actually get a very interesting cross section of the show just by standing around over where we were.  Situated by a main thoroughfare, a terrific stew of mortals would ooze by and sometimes even stop.  Someone stopped by and told me that Wil Wheaton was there, but since I was not yet a regular reader I only knew him from his work on Star Trek, which culminated in his becoming a God.  If you're going to go out, go out on top, right?   


So that night I invested some time into his site and enjoyed it quite a bit.  I know that his blogging is something like a phenomenon, but I had not really indulged myself in it until then.  He stopped by later, as we would eventually depict, and I felt like I knew him. 

If you do not already have your favorite Dumbrella sites bookmarked for quick access, I would advise you to go to their hub and select a few.  The trouble with these assholes is that I can never think of a word to describe them aside from Brilliant.  I have a few of their books right here in front of me, the ones I didn't already own in any case - John Allison's brilliant Scary Go Round collection, which Brenna chortled at the whole way back on the plane.  Of course, Robert J. Wigu's brilliant When I Grow Up collection never hurt nobody, unless they have a cracked rib and mirth causes them to suffer.  It goes without saying that Jon Rosenberg's brilliant Goats books are brilliant.  I was not yet familiar with Creatures In My Head, but I have a feeling that creator Andrew Bell simply closes his eyes, and whichever monster makes the most noise gets drawn.  Brilliantly.    


Robert Flowers continues to delight with Bob The Angry Flower, and I believe that as of right now I own all his books as well as a very informative poster.  Travis Fox, who I met in Kansas City of all places and who makes a potent impression, stopped by with the newest issue of Foxymoron.  People I had never seen before came by with issues one (excellent!) and two (also very good!) of Scurvy Dogs, and assured me that pirates were, in fact, the new monkeys.  Fine by me, mister.  I just don't want no trouble.   


I'll talk more later, about something.  Of this you may be certain.


(CW)TB out.


i've got a secret vocabulary
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/23/
143,2003-07-25,Repeat,"
Jesus Christ.  I like writing and everything, I like it a lot.  I like writing for you.  But you are lucky indeed that I sit now before this screen, depositing words of varying length, new comic in tow, having summoned the strength to stop playing Knights Of The Old Republic.  


Sometimes I will say things like that.  ""It has been very difficult to stop playing X, yes, it has been very difficult indeed.""  This isn't like that, though.  I haven't changed clothes.  The game is supposed to have thirty to forty hours of gameplay I am told, 


(I don't mean to get all E. E. Cummings on you, but I do need to make a quick aside.  I do not subscribe to the ""More Hours Equals More Fun"" school of gaming.  For example, I was quite pleased with the original Elite Force's nine hand-tuned, no-nonsense hours of gameplay.  I do not rate a meal based on how long it takes to eat it.)


yet I'm over twenty-two hours into it and I've finished just two of the available worlds.  That means one of two things:  either I just have to wave out the window of my ship at the other worlds to complete them, or the gameplay estimates I've read are fairly conservative.  I could also be very slow I suppose, but I haven't really been fucking around.  Dark Lords don't fuck around, they have very special projects that need working on and all of them involve hurting people.  Not even for any reason.  It is as though there is always a big Hurting People competition coming up, and you would like to make the hurting seem effortless.       


Perhaps you would like to know what is so good about the game.  Well, for one thing, all voices - even alien voices - are all spoken lines.  Even lines in languages which do not exist get this treatment, and you will hear very convincing Hutts (as well as a good deal more) as you sow discord among the peoples of the Republic.  Of course, that's just one facet of an overall sound design that makes me wish I had a suite of fancy audio mechanisms to enjoy it.  You can play a very good or very bad person, like in other Bioware games, and the choices you make in this regard feel very substantial.  I am curious enough about the different characters to put them together in my party just to see how they get along, and I have been treated to some intriguing exchanges for my efforts.  The game has really expanded my thinking about Jedi in general, far more than even the prevalent Jedi Knights in the new films.  The game takes what it needs from the Star Wars d20 pen and paper system, and doesn't let it get in the way.  Most of all, I really want to know what is going to happen next.  I feel like how things turn out is completely up to me.    


It's the sort of game that, like a baby mammal, is endearing enough to make you overlook some of its annoying habits.  For example, there are apparently one male and one female in this galaxy that run after you as you go from place to place, putting on different clothing and speaking in different accents to give the impression that these worlds are populous.  I'm talking about a single model for each that you will grow extremely familiar with.  There's this green Twi'lek that really gets around too, maybe he's unemployed or something because he's got a lot of free time.  Also, I enjoy the combat now, but that was not always the case.  There are a few options you can turn on or off to create a game that is as real-time or as turn-based as you want, but the fact that characters don't have shared vision and sometimes do retarded things of their own accord keep it from being fun until you know how to keep things in line.  I could go on and on like this, all the way down the line until I suggest there should be a lollipop in the box.  But it's precisely as I said:  the game makes up for it.  There are things which could be better, but I never think about them anymore.   


In less than ten hours, I will be heading to Canada for that Necrowombicon they've got.  I've hardly recovered from San Diego, so if I appear distant when you see me up there it is because I go away sometimes.  Like the lady at the drive-thru window, I will be back shortly.  If I fall over, please prop me up against something.


(CW)TB out.


it's making me nervous
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/25/
144,2003-07-28,The Very Picture Of Discomfort,"
My affection for KOTOR only grew stronger while I was away, and there's no telling for certain but don't be surprised if it becomes the topic of more than one additional comic.  I got back from the Necrowombicon today around four o'clock, and played it for about ten straight hours - wrapping up another world and learning some really crazy shit.  I've got all these custom lightsabers for different tactical situations, color-coded for quick access.  If you are a droid, let's say, and you see that violet saber come out?  Let me tell you briefly what that represents.  It means I'm going to make such a mess of you that people will think Jackson Pollock had been there.


This year's Necrowombicon was excellent, better than last year, even.  It is primarily an excuse for like minded human beings to get together and do the things they would have done anyway.  Except that this time, when [HF]Invictus kills you in Desert Combat, he's just right over there so you can flip him off.  


This year saw fairly robust activity on both the LAN and gaming tables, and I tried to divide my time up evenly between them.  I learned a new game called Zombies, which was great, and there were free Legend Of The Five Rings decks available for anybody who wanted them.  For the first twenty minutes I played the game, I don't know if I have ever had less fun in my entire life.  I got the impression that the people who made the game genuinely hated me, and had invented a process by which to convert that anger into small cards which were themselves capable of hatred.  After that, you know, not so bad.  Fascinating, in fact.  It has a robust fiction that supports each game, and storylines are created at official tournaments that determine the course of that fiction.  Like Sabertooth's Warhammer 40k card game, it amounts to a strategy game that just happens to be played with cards.          


I was overjoyed to see a small group playing Shadows of Undrentide on the network, as I had assumed that the proceedings would lean toward FPS.  Lean they did, of course - this was a LAN party - but I also saw Armagetron and Rise of Nations, as well as Crafts both Star and War.  I nearly wept when I saw so many machines running Puzzle Pirates, which I had long assumed was my own private gaming reserve.  I have wanted to tell you about it for weeks, ever since E3 in fact, but they actually told me not to.  Ever since a site I linked to racked up three thousand dollars in server bills, I have tried to find out if a site even wants linking before I do it.  Regardless, there is no longer any such prohibition - now in Beta, Puzzle Pirates is founded on one of the most amazing gaming concepts I have ever heard of.  What's more, they actually seem capable of executing it.     


I wanted to get back across the border in time to, well, play Knights all day apparently, so we had to leave a bit earlier than I might have liked.  It's a pity, too, because when I went in there to say goodbye I already saw Warhammer codices laid out on one table, Axis and Allies on another, and a group of six guys already well underway on a Pen and Paper game at ten in the morning.  Ten in the morning!  The heart swells with pride.  It is good to be among your own people.


(CW)TB out.


three is the number for me
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/28/
145,2003-07-30,Viva Las Vega,"
Even with a planet-a-day Kotor habit and now God Damned Mario Golf there in the Cube, the production of marbled, USDA choice comics is our chief concern.  You could say this strip was co-written by Suzanne Vega, which is even sort of true. 


Part of the reason Samurai Spirits Zero has such a hold on us is because the Samurai Shodown series contains the first games we ever played versus.  It would be fair and indeed quite accurate to say that Penny Arcade owes a great deal to the Shodowns Samurai sometimes find themselves embroiled in.  Penny Arcade also owes a great deal to Captain Immy's Pointless Audio, Broccoli Beef, and Kool-Aid, though explaining the particulars of those associations doesn't interest me - let alone you.   


As regards Mario Golf, please don't be without this game.  I had my doubts, even considering the pedigree, because I felt that modern Golf gaming had reached a new level that I wasn't ready to return from.  I don't know if you've played Tiger Woods or seen the demo of Links they had at E3, but you use the analog stick to swing the club.  Just that element - pantomiming the virtual action - adds so much to the experience and strategy of the game that I wasn't sure I'd ever want to be without it.  There's nothing like that in Mario Golf, but it's so elegant in all respects, so visually appealing, and so fucking fun the entire time to you play it I'm going to let it slide.  Gabe gets his Internet back tomorrow I believe, and where I have an interest in Golf he has more akin to a full-blown mania.  I'll let him take you into the nitty and perhaps even the gritty.      


Aside from that, which is irresistible, I'm bullish on RPG at the moment.  At the San Diego Comic Con, Atari had a booth showing a playable version of The Temple Of Elemental Evil that put a fishhook through each cornea and pulled both eyes out of my face.  I'm enjoying Kotor on the Xbox, but what it's made me do is pine for a new golden age of role-playing on the PC.  I had to stop myself from going over to the Atari booth on every break I took, just to right click on something and see the most amazing radial menu bloom from a player character.  I'm waiting for Etherlords II, which we'll see in about a week, and I downloaded that demo of Lionheart to see how Fallout's SPECIAL game mechanics would work in a fantasy setting.  I don't really know how to feel about it, and I'd appreciate hearing your opinions on the game - I've just reactivated my e-mail after a long hiatus.  It's too early to say anything conclusive about it, at any rate.  If I'd just jumped on the site here and talked about Knights of the Old Republic in the first hour of play I'd have some pretty nasty things to say about it, too. 


We're supposed to go to Microsoft today and check out Counter Strike and Crimson Skies, the latter of which I have spoken of in this very space with much passion, if not brevity.  I hope the guys we're supposed to meet still work there. 


(CW)TB out.


just don't ask me what it was
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/07/30/
146,2003-07-31,art,"
I got a lot of mail from people requesting I scan and post the pictures I got from Stephen Silver and Stan Sakai. They are actually being shipped back up from SDCC and should be here in a few days. Once I have them both I’ll scan them for you guys.


I also wanted to post links to a few more of the amazing artists I met down there.


Adam works at Blizzard and has decided recently to try his had at making a web comic. I highly suggest you check it out. This guy just destroys me with his talent. He’s got a couple how to guides available that will make you vomit. 



I picked up Keith’s sketchbook at the show and spent an entire night in my hotel room drooling and copying drawings right out of it in an effort to understand his process. During the sketchbook party I attended he drew me some Star Wars characters that I will soon have framed on my wall. 



I met Allen at the same Sketchbook party and we talked about web comics and the comic book industry in general for about four fucking hours. I have one of the drawings he gave me on my desktop at work and above it I wrote “LINE” and “SHAPE”. When I’m struggling with a picture now I can look at his work and it will remind of the things I need to concentrate on. 

-Gabe out
",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2003/07/31/
147,2003-08-01,God Dammit,"
I did this on Wednesday, too - I will type up a post, it will be all done, and then I'll go play videogames until I pass out without uploading it.  I'm surprised that I remember to wear clothes.


(CW)TB
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/08/01/
148,2003-08-02,Junior High Bullshit,"
I have been getting a bit of email regarding the latest Movie Comics “controversy” and I figured I should comment on it here just to clear some things up.


So Mr. Furious apparently created a new T-shirt design that has his characters dressed up as Gabe and Tycho. I guess he gets a lot of shit from people since his style looks a lot like mine and maybe this shirt is a little joke about that or something. Anyway, he says that we contacted him and that now he’s not gonna make the shirt because he doesn’t want any trouble. Honestly we do not care if he makes the shirt. He is just trying to drum up some publicity by creating a controversy that never existed. 


It’s true that he has talked to Tycho, Brad and I about the shirt. Tycho told him to go ahead and make it, that there isn’t anything we could do. Brad sent him a mail and said he had a question about the design and asked Furious to get back to him, he just wanted to know if it was a joke or not. I told him to make the damn shirt. Does this sound like controversy? Does this sound like we want him to stop?


Here is the deal, contrary to what Furious might think we do not care about MC. Even if we really did want to stop him from making the shirt that would require us to spend money on some legal bullshit that we may or may not win. Keep in mind we are the same artists who get ass reamed by lawyers at least once a month. Does that honestly sound like something we would do? 


If furious thinks that is a clever design or one that his fans will enjoy and purchase then I think he should go ahead and make it. I appreciate all the mail I am getting from PA fans suggesting we do something to stop him but it just isn’t that big of a deal. 


-Gabe out

",Johnathan Gabriel,,https://www.penny-arcade.com/comic/2003/08/02/
149,2003-08-04,Perhaps the Biggest Dorks Ever,"
We have a lot of ground to cover today, so we'd best get started.


Some of them are funny, some of them are annoying, and some of them simply stem from extremely accurate rule interpretations - but Knights of the Old Republic pack the mad bugs.  In our effort to relate some portion of that tale we somehow combined Star Trek and Star Wars, quite inadvertently, and originally considered changing it.  Now, though, if someone asks us for incontrovertible proof that we are massive dorks, we can simply give them that URL.  They would have a difficult time controverting that.  


The new Tron 2.0 demo is scrumptious.  It's at Gamespot, at least, that's where I got it - but you might need to be a subscriber, and unless you crave Greg Kasavin you might not be.  There's a demo that comes with Computer Games Gamazine, but one of the editors just wrote me and said it's not the newest stuff.  In any case, my experience with this demo (based as it is on final code) is a good deal different from my initial take.  For one thing, it includes a portion of the Single Player, whose stylish representations and unique take on First Person Shooters I enjoyed quite a bit.  To explain what I mean about ""unique takes,"" let's make it clear that you are able to search enemy remains for upgrades to your own program - and these upgrades can do anything from make you jump higher to muffling the sound of your footsteps.  There are also new weapons, as well as upgrades for weapons, which move from Alpha to Beta to Gold state and improve at each level.  You must make the programs you want to use fit into the available memory, each one takes a certain number of slots and you only get so many based on the level - if I have read earlier previews right, on levels that take place in a PDA or something you will have less memory to work with.  Also, these programs can be corrupted, which means you need to clean them with Anti-Virus routines...  They have actively tried to integrate the setting where lip service would probably have sufficed for most people.  Also, I want to lick the people responsible for sound.       


The Disc Arena mode in the earlier demo was highly unsatisfying to me, as you might recall.  The disc and controls did not reach the levels of responsiveness I required to feel like a digital bad-ass, even on low ping servers - my hand would make a throwing motion, and the disc would appear at some point in front of me.  The range of the combat kept it from feeling intimate or dangerous.  Also, virally infected sectors such as the one in the previous demo were certainly beautiful to look at, but they were not canonical - yet.  The new multiplayer demo is responsive, clean, and plays better than the old one even at pings twice what I had before.  It includes an arena that feels a bit more true to the ones in the film, and I also prefer the layout of the destructible rings that make up the playfield.  I haven't tried the Light Cycles online yet, but they tell you right there it's not supported for Internet play so I could hardly bitch about that and be taken seriously.  In any case, find this demo and play it until you beat it.     


At HalfLife2d.com, you can find a new gameplay video for this sidescroller based on the Half-Life series.  The video has what looks to be some two dimensional parodies of things we've seen in HL2 preview videos, among other things.  

 
Last thing:  I originally mistook Legends:  Coming Of A New Age for another mod, but hey, what do you do.  Legends looks to be recreate the speed of Tribes for the Torque engine.  Still a very nice idea!


(CW)TB out.


five minus nine plus four:  that's none
",Tycho Brahe,,https://www.penny-arcade.com/comic/2003/08/04/
